CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
3487,3487/2025,FIR/3487/2025,2025-01-17,44,22,1,2,2,4,3,22,2025-01-17 08:00:00,2025-01-17 08:30:00,2025-01-17 09:15:00,12.021843,76.414924,"Incident of Burglary reported in Mysore district at coordinates (12.0218, 76.4149)."
3488,3488/2025,FIR/3488/2025,2025-11-23,43,22,1,2,2,3,2,22,2025-11-23 21:00:00,2025-11-23 21:30:00,2025-11-23 22:15:00,11.849637,76.463093,"Incident of Burglary reported in Mysore district at coordinates (11.8496, 76.4631)."
3489,3489/2025,FIR/3489/2025,2025-04-26,44,22,1,2,2,4,3,22,2025-04-26 10:00:00,2025-04-26 10:30:00,2025-04-26 11:15:00,12.473633,75.980934,"Incident of Burglary reported in Mysore district at coordinates (12.4736, 75.9809)."
3490,3490/2025,FIR/3490/2025,2025-08-19,43,22,1,2,2,3,3,22,2025-08-19 13:00:00,2025-08-19 13:30:00,2025-08-19 14:15:00,12.458024,75.985113,"Incident of Burglary reported in Mysore district at coordinates (12.4580, 75.9851)."
3491,3491/2025,FIR/3491/2025,2025-10-27,44,22,1,2,2,4,1,22,2025-10-27 17:00:00,2025-10-27 17:30:00,2025-10-27 18:15:00,11.839528,76.467609,"Incident of Burglary reported in Mysore district at coordinates (11.8395, 76.4676)."
3492,3492/2025,FIR/3492/2025,2025-04-03,43,22,1,2,2,3,3,22,2025-04-03 21:00:00,2025-04-03 21:30:00,2025-04-03 22:15:00,12.016723,76.415022,"Incident of Burglary reported in Mysore district at coordinates (12.0167, 76.4150)."
3493,3493/2025,FIR/3493/2025,2025-07-10,44,22,1,2,2,4,1,22,2025-07-10 11:00:00,2025-07-10 11:30:00,2025-07-10 12:15:00,12.479673,75.97204,"Incident of Burglary reported in Mysore district at coordinates (12.4797, 75.9720)."
3494,3494/2025,FIR/3494/2025,2025-10-21,43,22,1,2,2,3,2,22,2025-10-21 04:00:00,2025-10-21 04:30:00,2025-10-21 05:15:00,12.034157,76.294441,"Incident of Burglary reported in Mysore district at coordinates (12.0342, 76.2944)."
3495,3495/2025,FIR/3495/2025,2025-02-04,44,22,1,2,2,4,2,22,2025-02-04 06:00:00,2025-02-04 06:30:00,2025-02-04 07:15:00,12.034846,76.414611,"Incident of Burglary reported in Mysore district at coordinates (12.0348, 76.4146)."
3496,3496/2025,FIR/3496/2025,2025-04-08,43,22,1,2,2,3,1,22,2025-04-08 20:00:00,2025-04-08 20:30:00,2025-04-08 21:15:00,12.481022,75.973702,"Incident of Burglary reported in Mysore district at coordinates (12.4810, 75.9737)."
3497,3497/2025,FIR/3497/2025,2025-09-26,44,22,1,2,2,4,1,22,2025-09-26 06:00:00,2025-09-26 06:30:00,2025-09-26 07:15:00,12.448822,76.066744,"Incident of Burglary reported in Mysore district at coordinates (12.4488, 76.0667)."
3498,3498/2025,FIR/3498/2025,2025-04-13,43,22,1,2,2,3,3,22,2025-04-13 16:00:00,2025-04-13 16:30:00,2025-04-13 17:15:00,12.473233,75.986431,"Incident of Burglary reported in Mysore district at coordinates (12.4732, 75.9864)."
3499,3499/2025,FIR/3499/2025,2025-03-17,44,22,1,2,2,4,3,22,2025-03-17 08:00:00,2025-03-17 08:30:00,2025-03-17 09:15:00,12.459038,75.992609,"Incident of Burglary reported in Mysore district at coordinates (12.4590, 75.9926)."
3500,3500/2025,FIR/3500/2025,2025-11-14,43,22,1,2,2,3,1,22,2025-11-14 16:00:00,2025-11-14 16:30:00,2025-11-14 17:15:00,11.84035,76.452715,"Incident of Burglary reported in Mysore district at coordinates (11.8404, 76.4527)."
3501,3501/2025,FIR/3501/2025,2025-12-07,44,22,1,2,2,4,3,22,2025-12-07 08:00:00,2025-12-07 08:30:00,2025-12-07 09:15:00,12.471653,75.981271,"Incident of Burglary reported in Mysore district at coordinates (12.4717, 75.9813)."
3502,3502/2025,FIR/3502/2025,2025-04-29,43,22,1,2,2,3,2,22,2025-04-29 01:00:00,2025-04-29 01:30:00,2025-04-29 02:15:00,12.349073,76.184986,"Incident of Burglary reported in Mysore district at coordinates (12.3491, 76.1850)."
3503,3503/2025,FIR/3503/2025,2025-10-28,44,22,1,1,1,2,3,22,2025-10-28 07:00:00,2025-10-28 07:30:00,2025-10-28 08:15:00,12.300819,76.64113,"Incident of Assault reported in Mysore district at coordinates (12.3008, 76.6411)."
3504,3504/2025,FIR/3504/2025,2025-11-27,43,22,1,1,1,1,2,22,2025-11-27 06:00:00,2025-11-27 06:30:00,2025-11-27 07:15:00,12.019857,76.41097,"Incident of Assault reported in Mysore district at coordinates (12.0199, 76.4110)."
3505,3505/2025,FIR/3505/2025,2025-11-15,44,22,1,1,1,2,1,22,2025-11-15 05:00:00,2025-11-15 05:30:00,2025-11-15 06:15:00,12.012773,76.419973,"Incident of Assault reported in Mysore district at coordinates (12.0128, 76.4200)."
3506,3506/2025,FIR/3506/2025,2025-02-09,43,22,1,1,1,1,1,22,2025-02-09 05:00:00,2025-02-09 05:30:00,2025-02-09 06:15:00,12.467836,75.9924,"Incident of Assault reported in Mysore district at coordinates (12.4678, 75.9924)."
3507,3507/2025,FIR/3507/2025,2025-02-01,44,22,1,1,1,2,1,22,2025-02-01 00:00:00,2025-02-01 00:30:00,2025-02-01 01:15:00,12.465441,75.979105,"Incident of Assault reported in Mysore district at coordinates (12.4654, 75.9791)."
3508,3508/2025,FIR/3508/2025,2025-04-27,43,22,1,1,1,1,2,22,2025-04-27 15:00:00,2025-04-27 15:30:00,2025-04-27 16:15:00,11.834289,76.472389,"Incident of Assault reported in Mysore district at coordinates (11.8343, 76.4724)."
3509,3509/2025,FIR/3509/2025,2025-04-11,44,22,1,1,1,2,2,22,2025-04-11 05:00:00,2025-04-11 05:30:00,2025-04-11 06:15:00,12.329997,76.904195,"Incident of Assault reported in Mysore district at coordinates (12.3300, 76.9042)."
3510,3510/2025,FIR/3510/2025,2025-09-14,43,22,1,1,1,1,2,22,2025-09-14 20:00:00,2025-09-14 20:30:00,2025-09-14 21:15:00,11.826671,76.458957,"Incident of Assault reported in Mysore district at coordinates (11.8267, 76.4590)."
3511,3511/2025,FIR/3511/2025,2025-11-02,44,22,1,1,1,2,2,22,2025-11-02 22:00:00,2025-11-02 22:30:00,2025-11-02 23:15:00,11.828662,76.464184,"Incident of Assault reported in Mysore district at coordinates (11.8287, 76.4642)."
3512,3512/2025,FIR/3512/2025,2025-10-14,43,22,1,1,1,1,2,22,2025-10-14 13:00:00,2025-10-14 13:30:00,2025-10-14 14:15:00,12.472854,75.984591,"Incident of Assault reported in Mysore district at coordinates (12.4729, 75.9846)."
3513,3513/2025,FIR/3513/2025,2025-12-18,44,22,1,1,1,2,3,22,2025-12-18 03:00:00,2025-12-18 03:30:00,2025-12-18 04:15:00,12.104098,76.95573,"Incident of Assault reported in Mysore district at coordinates (12.1041, 76.9557)."
3514,3514/2025,FIR/3514/2025,2025-01-27,43,22,1,1,1,1,2,22,2025-01-27 02:00:00,2025-01-27 02:30:00,2025-01-27 03:15:00,12.018249,76.403783,"Incident of Assault reported in Mysore district at coordinates (12.0182, 76.4038)."
3515,3515/2025,FIR/3515/2025,2025-04-02,44,22,1,1,1,2,3,22,2025-04-02 17:00:00,2025-04-02 17:30:00,2025-04-02 18:15:00,11.823222,76.469622,"Incident of Assault reported in Mysore district at coordinates (11.8232, 76.4696)."
3516,3516/2025,FIR/3516/2025,2025-08-20,43,22,1,1,1,1,2,22,2025-08-20 15:00:00,2025-08-20 15:30:00,2025-08-20 16:15:00,12.278231,76.640088,"Incident of Assault reported in Mysore district at coordinates (12.2782, 76.6401)."
3517,3517/2025,FIR/3517/2025,2025-09-22,44,22,1,1,1,2,1,22,2025-09-22 19:00:00,2025-09-22 19:30:00,2025-09-22 20:15:00,12.212448,76.18194,"Incident of Assault reported in Mysore district at coordinates (12.2124, 76.1819)."
3518,3518/2025,FIR/3518/2025,2025-03-12,43,22,1,1,1,1,1,22,2025-03-12 10:00:00,2025-03-12 10:30:00,2025-03-12 11:15:00,12.466567,75.974627,"Incident of Assault reported in Mysore district at coordinates (12.4666, 75.9746)."
3519,3519/2025,FIR/3519/2025,2025-08-04,44,22,1,1,1,2,2,22,2025-08-04 01:00:00,2025-08-04 01:30:00,2025-08-04 02:15:00,12.487829,75.981106,"Incident of Assault reported in Mysore district at coordinates (12.4878, 75.9811)."
3520,3520/2025,FIR/3520/2025,2025-04-26,43,22,1,1,1,1,1,22,2025-04-26 17:00:00,2025-04-26 17:30:00,2025-04-26 18:15:00,12.267868,76.815271,"Incident of Assault reported in Mysore district at coordinates (12.2679, 76.8153)."
3521,3521/2025,FIR/3521/2025,2025-12-03,44,22,1,1,1,2,1,22,2025-12-03 08:00:00,2025-12-03 08:30:00,2025-12-03 09:15:00,11.823687,76.470585,"Incident of Assault reported in Mysore district at coordinates (11.8237, 76.4706)."
3522,3522/2025,FIR/3522/2025,2025-10-04,43,22,1,1,1,1,2,22,2025-10-04 02:00:00,2025-10-04 02:30:00,2025-10-04 03:15:00,11.837163,76.468439,"Incident of Assault reported in Mysore district at coordinates (11.8372, 76.4684)."
3523,3523/2025,FIR/3523/2025,2025-10-05,44,22,1,1,1,2,1,22,2025-10-05 08:00:00,2025-10-05 08:30:00,2025-10-05 09:15:00,12.470708,75.980844,"Incident of Assault reported in Mysore district at coordinates (12.4707, 75.9808)."
3524,3524/2025,FIR/3524/2025,2025-04-30,43,22,1,1,1,1,1,22,2025-04-30 05:00:00,2025-04-30 05:30:00,2025-04-30 06:15:00,12.315197,76.243427,"Incident of Assault reported in Mysore district at coordinates (12.3152, 76.2434)."
3525,3525/2025,FIR/3525/2025,2025-02-23,44,22,1,1,1,2,2,22,2025-02-23 21:00:00,2025-02-23 21:30:00,2025-02-23 22:15:00,12.476968,75.993916,"Incident of Assault reported in Mysore district at coordinates (12.4770, 75.9939)."
3526,3526/2025,FIR/3526/2025,2025-11-28,43,22,1,1,1,1,2,22,2025-11-28 22:00:00,2025-11-28 22:30:00,2025-11-28 23:15:00,12.461153,75.984418,"Incident of Assault reported in Mysore district at coordinates (12.4612, 75.9844)."
3527,3527/2025,FIR/3527/2025,2025-03-30,44,22,1,1,1,2,3,22,2025-03-30 21:00:00,2025-03-30 21:30:00,2025-03-30 22:15:00,12.463053,75.976654,"Incident of Assault reported in Mysore district at coordinates (12.4631, 75.9767)."
3528,3528/2025,FIR/3528/2025,2025-08-05,43,22,1,1,1,1,2,22,2025-08-05 13:00:00,2025-08-05 13:30:00,2025-08-05 14:15:00,12.548201,76.026528,"Incident of Assault reported in Mysore district at coordinates (12.5482, 76.0265)."
3529,3529/2025,FIR/3529/2025,2025-03-24,44,22,1,1,1,2,1,22,2025-03-24 21:00:00,2025-03-24 21:30:00,2025-03-24 22:15:00,11.8266,76.468819,"Incident of Assault reported in Mysore district at coordinates (11.8266, 76.4688)."
3530,3530/2025,FIR/3530/2025,2025-07-21,43,22,1,1,1,1,2,22,2025-07-21 19:00:00,2025-07-21 19:30:00,2025-07-21 20:15:00,12.015723,76.417056,"Incident of Assault reported in Mysore district at coordinates (12.0157, 76.4171)."
3531,3531/2025,FIR/3531/2025,2025-12-18,44,22,1,1,1,2,1,22,2025-12-18 13:00:00,2025-12-18 13:30:00,2025-12-18 14:15:00,12.368025,76.839057,"Incident of Assault reported in Mysore district at coordinates (12.3680, 76.8391)."
3532,3532/2025,FIR/3532/2025,2025-11-28,43,22,1,1,1,1,1,22,2025-11-28 14:00:00,2025-11-28 14:30:00,2025-11-28 15:15:00,12.030656,76.4135,"Incident of Assault reported in Mysore district at coordinates (12.0307, 76.4135)."
3533,3533/2025,FIR/3533/2025,2025-04-11,44,22,1,1,1,2,2,22,2025-04-11 11:00:00,2025-04-11 11:30:00,2025-04-11 12:15:00,11.835155,76.465424,"Incident of Assault reported in Mysore district at coordinates (11.8352, 76.4654)."
3534,3534/2025,FIR/3534/2025,2025-06-04,43,22,1,1,1,1,2,22,2025-06-04 12:00:00,2025-06-04 12:30:00,2025-06-04 13:15:00,11.833556,76.46225,"Incident of Assault reported in Mysore district at coordinates (11.8336, 76.4622)."
3535,3535/2025,FIR/3535/2025,2025-07-19,44,22,1,1,1,2,2,22,2025-07-19 18:00:00,2025-07-19 18:30:00,2025-07-19 19:15:00,12.201619,76.530059,"Incident of Assault reported in Mysore district at coordinates (12.2016, 76.5301)."
3536,3536/2025,FIR/3536/2025,2025-09-05,43,22,1,1,1,1,2,22,2025-09-05 16:00:00,2025-09-05 16:30:00,2025-09-05 17:15:00,11.838009,76.466055,"Incident of Assault reported in Mysore district at coordinates (11.8380, 76.4661)."
3537,3537/2025,FIR/3537/2025,2025-12-10,44,22,1,1,1,2,1,22,2025-12-10 03:00:00,2025-12-10 03:30:00,2025-12-10 04:15:00,11.831803,76.451429,"Incident of Assault reported in Mysore district at coordinates (11.8318, 76.4514)."
3538,3538/2025,FIR/3538/2025,2025-07-15,43,22,1,1,1,1,3,22,2025-07-15 22:00:00,2025-07-15 22:30:00,2025-07-15 23:15:00,12.026384,76.420605,"Incident of Assault reported in Mysore district at coordinates (12.0264, 76.4206)."
3539,3539/2025,FIR/3539/2025,2025-07-17,44,22,1,1,1,2,1,22,2025-07-17 04:00:00,2025-07-17 04:30:00,2025-07-17 05:15:00,12.46857,75.978739,"Incident of Assault reported in Mysore district at coordinates (12.4686, 75.9787)."
3540,3540/2025,FIR/3540/2025,2025-12-15,43,22,1,1,1,1,1,22,2025-12-15 22:00:00,2025-12-15 22:30:00,2025-12-15 23:15:00,12.342434,76.198311,"Incident of Assault reported in Mysore district at coordinates (12.3424, 76.1983)."
3541,3541/2025,FIR/3541/2025,2025-04-15,44,22,1,1,1,2,3,22,2025-04-15 02:00:00,2025-04-15 02:30:00,2025-04-15 03:15:00,11.837753,76.476158,"Incident of Assault reported in Mysore district at coordinates (11.8378, 76.4762)."
3542,3542/2025,FIR/3542/2025,2025-06-15,43,22,1,1,1,1,1,22,2025-06-15 02:00:00,2025-06-15 02:30:00,2025-06-15 03:15:00,12.470093,75.965037,"Incident of Assault reported in Mysore district at coordinates (12.4701, 75.9650)."
3543,3543/2025,FIR/3543/2025,2025-08-03,44,22,1,1,1,2,3,22,2025-08-03 07:00:00,2025-08-03 07:30:00,2025-08-03 08:15:00,12.455752,75.977118,"Incident of Assault reported in Mysore district at coordinates (12.4558, 75.9771)."
3544,3544/2025,FIR/3544/2025,2025-11-01,43,22,1,1,1,1,1,22,2025-11-01 13:00:00,2025-11-01 13:30:00,2025-11-01 14:15:00,12.377572,76.48084,"Incident of Assault reported in Mysore district at coordinates (12.3776, 76.4808)."
3545,3545/2025,FIR/3545/2025,2025-06-12,44,22,1,1,1,2,3,22,2025-06-12 08:00:00,2025-06-12 08:30:00,2025-06-12 09:15:00,11.829316,76.465281,"Incident of Assault reported in Mysore district at coordinates (11.8293, 76.4653)."
3546,3546/2025,FIR/3546/2025,2025-09-23,43,22,1,1,1,1,2,22,2025-09-23 20:00:00,2025-09-23 20:30:00,2025-09-23 21:15:00,12.459014,75.981956,"Incident of Assault reported in Mysore district at coordinates (12.4590, 75.9820)."
3547,3547/2025,FIR/3547/2025,2025-10-05,44,22,1,1,1,2,2,22,2025-10-05 21:00:00,2025-10-05 21:30:00,2025-10-05 22:15:00,12.47182,75.972908,"Incident of Assault reported in Mysore district at coordinates (12.4718, 75.9729)."
3548,3548/2025,FIR/3548/2025,2025-05-12,43,22,1,1,1,1,1,22,2025-05-12 10:00:00,2025-05-12 10:30:00,2025-05-12 11:15:00,12.014763,76.409043,"Incident of Assault reported in Mysore district at coordinates (12.0148, 76.4090)."
3549,3549/2025,FIR/3549/2025,2025-01-19,44,22,1,1,1,2,1,22,2025-01-19 04:00:00,2025-01-19 04:30:00,2025-01-19 05:15:00,12.01404,76.416766,"Incident of Assault reported in Mysore district at coordinates (12.0140, 76.4168)."
3550,3550/2025,FIR/3550/2025,2025-07-22,43,22,1,1,1,1,1,22,2025-07-22 23:00:00,2025-07-22 23:30:00,2025-07-22 23:15:00,12.464369,75.981044,"Incident of Assault reported in Mysore district at coordinates (12.4644, 75.9810)."
3551,3551/2025,FIR/3551/2025,2025-09-27,44,22,1,1,1,2,3,22,2025-09-27 13:00:00,2025-09-27 13:30:00,2025-09-27 14:15:00,11.847657,76.4742,"Incident of Assault reported in Mysore district at coordinates (11.8477, 76.4742)."
3552,3552/2025,FIR/3552/2025,2025-07-18,43,22,1,1,1,1,3,22,2025-07-18 00:00:00,2025-07-18 00:30:00,2025-07-18 01:15:00,11.853594,76.497303,"Incident of Assault reported in Mysore district at coordinates (11.8536, 76.4973)."
3553,3553/2025,FIR/3553/2025,2025-04-08,44,22,1,1,1,2,2,22,2025-04-08 19:00:00,2025-04-08 19:30:00,2025-04-08 20:15:00,11.740848,76.352589,"Incident of Assault reported in Mysore district at coordinates (11.7408, 76.3526)."
3554,3554/2025,FIR/3554/2025,2025-08-01,43,22,1,1,1,1,2,22,2025-08-01 14:00:00,2025-08-01 14:30:00,2025-08-01 15:15:00,12.45382,75.985365,"Incident of Assault reported in Mysore district at coordinates (12.4538, 75.9854)."
3555,3555/2025,FIR/3555/2025,2025-06-16,44,22,1,1,1,2,2,22,2025-06-16 09:00:00,2025-06-16 09:30:00,2025-06-16 10:15:00,12.467249,75.981806,"Incident of Assault reported in Mysore district at coordinates (12.4672, 75.9818)."
3556,3556/2025,FIR/3556/2025,2025-06-04,43,22,1,1,1,1,3,22,2025-06-04 07:00:00,2025-06-04 07:30:00,2025-06-04 08:15:00,11.824542,76.468055,"Incident of Assault reported in Mysore district at coordinates (11.8245, 76.4681)."
3557,3557/2025,FIR/3557/2025,2025-11-24,44,22,1,1,1,2,3,22,2025-11-24 15:00:00,2025-11-24 15:30:00,2025-11-24 16:15:00,12.454215,75.988666,"Incident of Assault reported in Mysore district at coordinates (12.4542, 75.9887)."
3558,3558/2025,FIR/3558/2025,2025-07-29,43,22,1,1,1,1,2,22,2025-07-29 15:00:00,2025-07-29 15:30:00,2025-07-29 16:15:00,12.459342,75.980786,"Incident of Assault reported in Mysore district at coordinates (12.4593, 75.9808)."
3559,3559/2025,FIR/3559/2025,2025-12-17,44,22,1,1,1,2,1,22,2025-12-17 21:00:00,2025-12-17 21:30:00,2025-12-17 22:15:00,12.005295,76.417805,"Incident of Assault reported in Mysore district at coordinates (12.0053, 76.4178)."
3560,3560/2025,FIR/3560/2025,2025-04-29,43,22,1,1,1,1,2,22,2025-04-29 00:00:00,2025-04-29 00:30:00,2025-04-29 01:15:00,11.831566,76.468582,"Incident of Assault reported in Mysore district at coordinates (11.8316, 76.4686)."
3561,3561/2025,FIR/3561/2025,2025-07-30,44,22,1,1,1,2,2,22,2025-07-30 22:00:00,2025-07-30 22:30:00,2025-07-30 23:15:00,12.017187,76.404615,"Incident of Assault reported in Mysore district at coordinates (12.0172, 76.4046)."
3562,3562/2025,FIR/3562/2025,2025-01-19,43,22,1,1,1,1,3,22,2025-01-19 02:00:00,2025-01-19 02:30:00,2025-01-19 03:15:00,12.624952,76.342178,"Incident of Assault reported in Mysore district at coordinates (12.6250, 76.3422)."
3563,3563/2025,FIR/3563/2025,2025-10-10,44,22,1,1,1,2,3,22,2025-10-10 04:00:00,2025-10-10 04:30:00,2025-10-10 05:15:00,12.342893,76.203978,"Incident of Assault reported in Mysore district at coordinates (12.3429, 76.2040)."
3564,3564/2025,FIR/3564/2025,2025-05-14,43,22,1,1,1,1,2,22,2025-05-14 05:00:00,2025-05-14 05:30:00,2025-05-14 06:15:00,11.84484,76.471874,"Incident of Assault reported in Mysore district at coordinates (11.8448, 76.4719)."
3565,3565/2025,FIR/3565/2025,2025-02-26,44,22,1,1,1,2,2,22,2025-02-26 22:00:00,2025-02-26 22:30:00,2025-02-26 23:15:00,12.454176,75.9791,"Incident of Assault reported in Mysore district at coordinates (12.4542, 75.9791)."
3566,3566/2025,FIR/3566/2025,2025-10-05,43,22,1,1,1,1,3,22,2025-10-05 12:00:00,2025-10-05 12:30:00,2025-10-05 13:15:00,11.825341,76.462432,"Incident of Assault reported in Mysore district at coordinates (11.8253, 76.4624)."
3567,3567/2025,FIR/3567/2025,2025-12-17,44,22,1,1,1,2,3,22,2025-12-17 13:00:00,2025-12-17 13:30:00,2025-12-17 14:15:00,12.375195,76.203311,"Incident of Assault reported in Mysore district at coordinates (12.3752, 76.2033)."
3568,3568/2025,FIR/3568/2025,2025-09-10,43,22,1,1,1,1,2,22,2025-09-10 17:00:00,2025-09-10 17:30:00,2025-09-10 18:15:00,12.357324,76.190442,"Incident of Assault reported in Mysore district at coordinates (12.3573, 76.1904)."
3569,3569/2025,FIR/3569/2025,2025-06-18,44,22,1,1,1,2,3,22,2025-06-18 22:00:00,2025-06-18 22:30:00,2025-06-18 23:15:00,12.354276,76.192987,"Incident of Assault reported in Mysore district at coordinates (12.3543, 76.1930)."
3570,3570/2025,FIR/3570/2025,2025-03-26,43,22,1,1,1,1,1,22,2025-03-26 00:00:00,2025-03-26 00:30:00,2025-03-26 01:15:00,11.842609,76.478471,"Incident of Assault reported in Mysore district at coordinates (11.8426, 76.4785)."
3571,3571/2025,FIR/3571/2025,2025-04-27,44,22,1,1,1,2,3,22,2025-04-27 15:00:00,2025-04-27 15:30:00,2025-04-27 16:15:00,12.333745,76.201944,"Incident of Assault reported in Mysore district at coordinates (12.3337, 76.2019)."
3572,3572/2025,FIR/3572/2025,2025-05-15,43,22,1,1,1,1,1,22,2025-05-15 22:00:00,2025-05-15 22:30:00,2025-05-15 23:15:00,11.83544,76.451499,"Incident of Assault reported in Mysore district at coordinates (11.8354, 76.4515)."
3573,3573/2025,FIR/3573/2025,2025-07-16,44,22,1,1,1,2,3,22,2025-07-16 17:00:00,2025-07-16 17:30:00,2025-07-16 18:15:00,12.40725,76.252043,"Incident of Assault reported in Mysore district at coordinates (12.4072, 76.2520)."
3574,3574/2025,FIR/3574/2025,2025-09-25,43,22,1,1,1,1,3,22,2025-09-25 02:00:00,2025-09-25 02:30:00,2025-09-25 03:15:00,12.189312,76.297613,"Incident of Assault reported in Mysore district at coordinates (12.1893, 76.2976)."
3575,3575/2025,FIR/3575/2025,2025-03-29,44,22,1,1,1,2,3,22,2025-03-29 13:00:00,2025-03-29 13:30:00,2025-03-29 14:15:00,11.849356,76.456035,"Incident of Assault reported in Mysore district at coordinates (11.8494, 76.4560)."
3576,3576/2025,FIR/3576/2025,2025-04-17,43,22,1,1,1,1,3,22,2025-04-17 01:00:00,2025-04-17 01:30:00,2025-04-17 02:15:00,11.822481,76.475436,"Incident of Assault reported in Mysore district at coordinates (11.8225, 76.4754)."
3577,3577/2025,FIR/3577/2025,2025-04-05,44,22,1,1,1,2,3,22,2025-04-05 01:00:00,2025-04-05 01:30:00,2025-04-05 02:15:00,12.347486,76.202424,"Incident of Assault reported in Mysore district at coordinates (12.3475, 76.2024)."
3578,3578/2025,FIR/3578/2025,2025-06-27,43,22,1,1,1,1,2,22,2025-06-27 11:00:00,2025-06-27 11:30:00,2025-06-27 12:15:00,12.462284,75.983029,"Incident of Assault reported in Mysore district at coordinates (12.4623, 75.9830)."
3579,3579/2025,FIR/3579/2025,2025-06-26,44,22,1,1,1,2,1,22,2025-06-26 15:00:00,2025-06-26 15:30:00,2025-06-26 16:15:00,12.369484,76.20606,"Incident of Assault reported in Mysore district at coordinates (12.3695, 76.2061)."
3580,3580/2025,FIR/3580/2025,2025-03-08,43,22,1,1,1,1,2,22,2025-03-08 19:00:00,2025-03-08 19:30:00,2025-03-08 20:15:00,12.463711,75.976231,"Incident of Assault reported in Mysore district at coordinates (12.4637, 75.9762)."
3581,3581/2025,FIR/3581/2025,2025-04-04,44,22,1,1,1,2,1,22,2025-04-04 20:00:00,2025-04-04 20:30:00,2025-04-04 21:15:00,12.34398,76.20315,"Incident of Assault reported in Mysore district at coordinates (12.3440, 76.2031)."
3582,3582/2025,FIR/3582/2025,2025-09-13,43,22,1,1,1,1,3,22,2025-09-13 16:00:00,2025-09-13 16:30:00,2025-09-13 17:15:00,12.467815,75.988832,"Incident of Assault reported in Mysore district at coordinates (12.4678, 75.9888)."
3583,3583/2025,FIR/3583/2025,2025-01-13,44,22,1,1,1,2,1,22,2025-01-13 02:00:00,2025-01-13 02:30:00,2025-01-13 03:15:00,11.8327,76.473901,"Incident of Assault reported in Mysore district at coordinates (11.8327, 76.4739)."
3584,3584/2025,FIR/3584/2025,2025-02-15,43,22,1,1,1,1,2,22,2025-02-15 06:00:00,2025-02-15 06:30:00,2025-02-15 07:15:00,12.072883,76.291731,"Incident of Assault reported in Mysore district at coordinates (12.0729, 76.2917)."
3585,3585/2025,FIR/3585/2025,2025-02-16,44,22,1,1,1,2,3,22,2025-02-16 23:00:00,2025-02-16 23:30:00,2025-02-16 23:15:00,12.461272,75.974805,"Incident of Assault reported in Mysore district at coordinates (12.4613, 75.9748)."
3586,3586/2025,FIR/3586/2025,2025-01-12,43,22,1,1,1,1,3,22,2025-01-12 18:00:00,2025-01-12 18:30:00,2025-01-12 19:15:00,12.462762,76.00241,"Incident of Assault reported in Mysore district at coordinates (12.4628, 76.0024)."
3587,3587/2025,FIR/3587/2025,2025-06-01,44,22,1,1,1,2,1,22,2025-06-01 12:00:00,2025-06-01 12:30:00,2025-06-01 13:15:00,12.009066,76.418742,"Incident of Assault reported in Mysore district at coordinates (12.0091, 76.4187)."
3588,3588/2025,FIR/3588/2025,2025-09-17,43,22,1,1,1,1,1,22,2025-09-17 14:00:00,2025-09-17 14:30:00,2025-09-17 15:15:00,11.830704,76.459335,"Incident of Assault reported in Mysore district at coordinates (11.8307, 76.4593)."
3589,3589/2025,FIR/3589/2025,2025-04-06,44,22,1,1,1,2,1,22,2025-04-06 02:00:00,2025-04-06 02:30:00,2025-04-06 03:15:00,12.411314,76.901215,"Incident of Assault reported in Mysore district at coordinates (12.4113, 76.9012)."
3590,3590/2025,FIR/3590/2025,2025-02-18,43,22,1,1,1,1,1,22,2025-02-18 21:00:00,2025-02-18 21:30:00,2025-02-18 22:15:00,11.837936,76.468517,"Incident of Assault reported in Mysore district at coordinates (11.8379, 76.4685)."
3591,3591/2025,FIR/3591/2025,2025-03-09,44,22,1,1,1,2,3,22,2025-03-09 20:00:00,2025-03-09 20:30:00,2025-03-09 21:15:00,12.017952,76.412784,"Incident of Assault reported in Mysore district at coordinates (12.0180, 76.4128)."
3592,3592/2025,FIR/3592/2025,2025-05-21,43,22,1,1,1,1,1,22,2025-05-21 23:00:00,2025-05-21 23:30:00,2025-05-21 23:15:00,11.835939,76.470501,"Incident of Assault reported in Mysore district at coordinates (11.8359, 76.4705)."
3593,3593/2025,FIR/3593/2025,2025-11-08,46,23,1,2,5,10,1,23,2025-11-08 22:00:00,2025-11-08 22:30:00,2025-11-08 23:15:00,16.376145,77.103428,"Incident of Theft reported in Raichur district at coordinates (16.3761, 77.1034)."
3594,3594/2025,FIR/3594/2025,2025-10-06,45,23,1,2,5,9,2,23,2025-10-06 01:00:00,2025-10-06 01:30:00,2025-10-06 02:15:00,16.211546,77.39452,"Incident of Theft reported in Raichur district at coordinates (16.2115, 77.3945)."
3595,3595/2025,FIR/3595/2025,2025-08-25,46,23,1,2,5,10,2,23,2025-08-25 05:00:00,2025-08-25 05:30:00,2025-08-25 06:15:00,16.209696,77.382465,"Incident of Theft reported in Raichur district at coordinates (16.2097, 77.3825)."
